Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Season_Id,Venue_Name,Toss_Winner_Id,Toss_Decision,IS_Superover,IS_Result,Is_DuckWorthLewis,Win_Type,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,First_Umpire_Id,Second_Umpire_Id,City_Name,Host_Country
734002,11-May-14,4,1,7,Barabati Stadium,1,field,0,1,0,by wickets,9,1,40,500,498,Cuttack,India
734004,11-May-14,2,5,7,M Chinnaswamy Stadium,2,bat,0,1,0,by wickets,5,5,310,489,518,Bangalore,India
734006,12-May-14,11,7,7,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,7,7,208,482,496,Hyderabad,India
734008,13-May-14,3,5,7,JSCA International Stadium Complex,5,bat,0,1,0,by wickets,5,3,35,497,499,Ranchi,India
734010,13-May-14,2,6,7,M Chinnaswamy Stadium,6,field,0,1,0,by runs,16,2,27,503,518,Bangalore,India
734012,14-May-14,11,4,7,"Rajiv Gandhi International Stadium, Uppal",4,field,0,1,0,by wickets,6,4,62,496,506,Hyderabad,India
734014,14-May-14,1,7,7,Barabati Stadium,1,field,0,1,0,by wickets,6,1,46,495,500,Cuttack,India
734016,15-May-14,5,6,7,"Sardar Patel Stadium, Motera",6,field,0,1,0,by runs,62,5,85,489,518,Ahmedabad,India
734018,18-May-14,3,2,7,JSCA International Stadium Complex,3,bat,0,1,0,by wickets,5,2,110,497,499,Ranchi,India
734020,18-May-14,11,1,7,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,7,1,232,500,498,Hyderabad,India
734022,19-May-14,5,7,7,"Sardar Patel Stadium, Motera",7,bat,0,1,0,by runs,25,7,19,489,518,Ahmedabad,India
734024,19-May-14,6,4,7,Feroz Shah Kotla,4,field,0,1,0,by wickets,4,4,374,482,506,Delhi,India
734026,20-May-14,11,2,7,"Rajiv Gandhi International Stadium, Uppal",2,bat,0,1,0,by wickets,7,11,187,495,500,Hyderabad,India
734028,20-May-14,1,3,7,Eden Gardens,1,field,0,1,0,by wickets,8,1,46,502,499,Kolkata,India
734030,21-May-14,4,7,7,"Punjab Cricket Association Stadium, Mohali",7,field,0,1,0,by wickets,7,7,383,482,496,Chandigarh,India
734032,22-May-14,1,2,7,Eden Gardens,2,field,0,1,0,by runs,30,1,46,495,498,Kolkata,India
734034,22-May-14,3,11,7,JSCA International Stadium Complex,11,field,0,1,0,by wickets,6,11,187,497,499,Ranchi,India
734036,23-May-14,7,6,7,Wankhede Stadium,6,field,0,1,0,by runs,15,7,19,489,518,Mumbai,India
734038,23-May-14,4,5,7,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,0,by runs,16,4,100,482,506,Chandigarh,India
734040,24-May-14,2,3,7,M Chinnaswamy Stadium,3,field,0,1,0,by wickets,8,3,20,495,500,Bangalore,India
734042,24-May-14,1,11,7,Eden Gardens,1,field,0,1,0,by wickets,4,1,31,502,497,Kolkata,India
734044,25-May-14,4,6,7,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by wickets,7,4,345,482,496,Chandigarh,India
734046,25-May-14,7,5,7,Wankhede Stadium,7,field,0,1,0,by wickets,5,7,372,503,518,Mumbai,India
734048,27-May-14,4,1,7,Eden Gardens,4,field,0,1,0,by runs,28,1,232,500,489,Kolkata,India
734050,28-May-14,3,7,7,Brabourne Stadium,3,field,0,1,0,by wickets,7,3,21,496,497,Mumbai,India
734052,30-May-14,3,4,7,Wankhede Stadium,3,field,0,1,0,by runs,24,4,41,482,518,Mumbai,India
734054,1-Jun-14,1,4,7,M Chinnaswamy Stadium,1,field,0,1,0,by wickets,3,1,96,482,497,Bangalore,India
829710,8-Apr-15,1,7,8,Eden Gardens,1,field,0,1,0,by wickets,7,1,190,489,499,Kolkata,India
829712,9-Apr-15,3,6,8,"MA Chidambaram Stadium, Chepauk",6,field,0,1,0,by runs,1,3,73,501,496,Chennai,India
829714,10-Apr-15,4,5,8,Maharashtra Cricket Association Stadium,4,field,0,1,0,by runs,26,5,310,504,505,Pune,India
829716,11-Apr-15,3,11,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,45,3,2,501,496,Chennai,India
829718,11-Apr-15,1,2,8,Eden Gardens,2,field,0,1,0,by wickets,3,2,162,489,499,Kolkata,India
829720,12-Apr-15,6,5,8,Feroz Shah Kotla,5,field,0,1,0,by wickets,3,5,394,504,505,Delhi,India
829722,12-Apr-15,7,4,8,Wankhede Stadium,7,field,0,1,0,by runs,18,4,197,495,520,Mumbai,India
829724,13-Apr-15,2,11,8,M Chinnaswamy Stadium,11,field,0,1,0,by wickets,8,11,187,502,501,Bangalore,India
829726,14-Apr-15,5,7,8,"Sardar Patel Stadium, Motera",7,bat,0,1,0,by wickets,7,5,306,495,504,Ahmedabad,India
829728,30-Apr-15,1,3,8,Eden Gardens,1,field,0,1,0,by wickets,7,1,334,495,481,Kolkata,India
829730,15-Apr-15,4,6,8,Maharashtra Cricket Association Stadium,4,bat,0,1,0,by wickets,5,6,260,505,503,Pune,India
829732,16-Apr-15,11,5,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,field,0,1,0,by wickets,6,5,85,506,489,Visakhapatnam,India
829734,17-Apr-15,7,3,8,Wankhede Stadium,7,bat,0,1,0,by wickets,6,3,73,495,481,Mumbai,India
829736,18-Apr-15,11,6,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,bat,0,1,0,by runs,4,6,154,506,489,Visakhapatnam,India
829738,18-Apr-15,4,1,8,Maharashtra Cricket Association Stadium,1,field,0,1,0,by wickets,4,1,334,504,498,Pune,India
829740,19-Apr-15,5,3,8,"Sardar Patel Stadium, Motera",3,bat,0,1,0,by wickets,8,5,85,495,481,Ahmedabad,India
829742,19-Apr-15,2,7,8,M Chinnaswamy Stadium,2,field,0,1,0,by runs,18,7,50,501,496,Bangalore,India
829744,20-Apr-15,6,1,8,Feroz Shah Kotla,1,field,0,1,0,by wickets,6,1,232,504,505,Delhi,India
829746,21-Apr-15,5,4,8,"Sardar Patel Stadium, Motera",4,field,1,1,0,Tie,NULL,4,100,481,489,Ahmedabad,India
829748,22-Apr-15,11,1,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,field,0,1,1,by runs,16,11,187,501,496,Visakhapatnam,India
829750,22-Apr-15,2,3,8,M Chinnaswamy Stadium,2,field,0,1,0,by runs,27,3,21,494,499,Bangalore,India
829752,23-Apr-15,6,7,8,Feroz Shah Kotla,7,field,0,1,0,by runs,37,6,393,504,498,Delhi,India
829754,24-Apr-15,5,2,8,"Sardar Patel Stadium, Motera",2,field,0,1,0,by wickets,9,2,378,481,489,Ahmedabad,India
829756,25-Apr-15,7,11,8,Wankhede Stadium,7,bat,0,1,0,by runs,20,7,194,482,505,Mumbai,India
829758,25-Apr-15,3,4,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,97,3,2,494,499,Chennai,India
829762,26-Apr-15,6,2,8,Feroz Shah Kotla,2,field,0,1,0,by wickets,10,2,296,481,489,Delhi,India
829764,27-Apr-15,4,11,8,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by runs,20,11,458,482,505,Chandigarh,India
829766,7-May-15,1,6,8,Eden Gardens,1,bat,0,1,0,by runs,13,1,67,495,481,Kolkata,India
829768,29-Apr-15,2,5,8,M Chinnaswamy Stadium,5,field,0,0,0,No Result,NULL,,,494,506,Bangalore,India
829770,28-Apr-15,3,1,8,"MA Chidambaram Stadium, Chepauk",1,field,0,1,0,by runs,2,3,71,502,496,Chennai,India
829772,1-May-15,6,4,8,Feroz Shah Kotla,6,field,0,1,0,by wickets,9,6,371,501,489,Delhi,India
829774,1-May-15,7,5,8,Wankhede Stadium,5,field,0,1,0,by runs,8,7,208,482,498,Mumbai,India
829776,2-May-15,2,1,8,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,236,494,506,Bangalore,India
829778,2-May-15,11,3,8,"Rajiv Gandhi International Stadium, Uppal",3,field,0,1,0,by runs,22,11,187,495,520,Hyderabad,India
829780,3-May-15,4,7,8,"Punjab Cricket Association Stadium, Mohali",7,bat,0,1,0,by runs,23,7,383,501,496,Chandigarh,India
829782,3-May-15,5,6,8,Brabourne Stadium,6,field,0,1,0,by runs,14,5,85,482,505,Mumbai,India
829784,4-May-15,3,2,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,24,3,21,499,503,Chennai,India
829786,4-May-15,1,11,8,Eden Gardens,11,field,0,1,0,by runs,35,1,232,495,481,Kolkata,India
829788,5-May-15,7,6,8,Wankhede Stadium,6,bat,0,1,0,by wickets,5,7,50,482,505,Mumbai,India
829790,6-May-15,2,4,8,M Chinnaswamy Stadium,4,field,0,1,0,by runs,138,2,162,501,496,Bangalore,India
829792,7-May-15,5,11,8,Brabourne Stadium,5,field,0,1,0,by runs,7,11,216,494,499,Mumbai,India
829794,8-May-15,3,7,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by wickets,6,7,400,505,498,Chennai,India
829796,9-May-15,1,4,8,Eden Gardens,4,bat,0,1,0,by wickets,1,1,334,495,482,Kolkata,India
829798,9-May-15,6,11,8,Shaheed Veer Narayan Singh International Stadium,11,bat,0,1,0,by runs,6,11,163,496,489,Raipur,India
829800,10-May-15,7,2,8,Wankhede Stadium,2,bat,0,1,0,by runs,39,2,110,494,499,Mumbai,India
829802,10-May-15,3,5,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,12,3,35,481,498,Chennai,India
829804,11-May-15,11,4,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by runs,5,11,187,495,482,Hyderabad,India
829806,12-May-15,6,3,8,Shaheed Veer Narayan Singh International Stadium,3,bat,0,1,0,by wickets,6,6,15,501,496,Raipur,India
829808,13-May-15,4,2,8,"Punjab Cricket Association Stadium, Mohali",2,field,0,1,0,by runs,22,4,374,494,499,Chandigarh,India
829810,14-May-15,7,1,8,Wankhede Stadium,1,field,0,1,0,by runs,5,7,400,501,496,Mumbai,India
829812,15-May-15,11,2,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,1,by wickets,6,2,8,495,482,Hyderabad,India
829814,16-May-15,4,3,8,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,7,3,322,498,499,Chandigarh,India
829816,16-May-15,5,1,8,Brabourne Stadium,5,bat,0,1,0,by runs,9,5,32,502,501,Mumbai,India
829818,17-May-15,2,6,8,M Chinnaswamy Stadium,2,field,0,0,0,No Result,NULL,,,482,520,Bangalore,India
829820,17-May-15,11,7,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,9,7,403,505,503,Hyderabad,India
829822,19-May-15,3,7,8,Wankhede Stadium,7,bat,0,1,0,by runs,25,7,221,482,501,Mumbai,India
829824,20-May-15,2,5,8,Maharashtra Cricket Association Stadium,2,bat,0,1,0,by runs,71,2,110,495,499,Pune,India
829826,22-May-15,3,2,8,JSCA International Stadium Complex,3,field,0,1,0,by wickets,3,3,73,495,505,Ranchi,India
829828,24-May-15,7,3,8,Eden Gardens,3,field,0,1,0,by runs,41,7,57,482,501,Kolkata,India
980906,9-Apr-16,7,12,9,Wankhede Stadium,7,bat,0,1,0,by wickets,9,12,85,482,498,Mumbai,India
980908,10-Apr-16,1,6,9,Eden Gardens,1,field,0,1,0,by wickets,9,1,334,489,499,Kolkata,India
980910,11-Apr-16,4,13,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",13,field,0,1,0,by wickets,5,13,254,495,496,Chandigarh,India
980912,12-Apr-16,2,11,9,M Chinnaswamy Stadium,11,field,0,1,0,by runs,45,2,110,482,521,Bangalore,India
980914,13-Apr-16,1,7,9,Eden Gardens,7,field,0,1,0,by wickets,6,7,57,507,489,Kolkata,India
980916,14-Apr-16,13,12,9,Saurashtra Cricket Association Stadium,12,bat,0,1,0,by wickets,7,13,254,496,498,Rajkot,India
980918,15-Apr-16,6,4,9,Feroz Shah Kotla,6,field,0,1,0,by wickets,8,6,136,489,499,Delhi,India
980920,16-Apr-16,11,1,9,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,8,1,40,495,498,Hyderabad,India
980922,16-Apr-16,7,13,9,Wankhede Stadium,13,field,0,1,0,by wickets,3,13,254,482,521,Mumbai,India
980924,17-Apr-16,4,12,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",12,bat,0,1,0,by wickets,6,4,345,489,499,Chandigarh,India
980926,17-Apr-16,2,6,9,M Chinnaswamy Stadium,6,field,0,1,0,by wickets,7,6,355,496,511,Bangalore,India
980928,18-Apr-16,11,7,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,7,11,187,482,521,Hyderabad,India
980930,19-Apr-16,4,1,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,field,0,1,0,by wickets,6,1,46,489,499,Chandigarh,India
980932,20-Apr-16,7,2,9,Wankhede Stadium,7,field,0,1,0,by wickets,6,7,57,495,498,Mumbai,India
980934,21-Apr-16,13,11,9,Saurashtra Cricket Association Stadium,11,field,0,1,0,by wickets,10,11,299,508,482,Rajkot,India
980936,22-Apr-16,12,2,9,Maharashtra Cricket Association Stadium,12,field,0,1,0,by runs,13,2,110,505,521,Pune,India
980938,23-Apr-16,6,7,9,Feroz Shah Kotla,7,field,0,1,0,by runs,10,6,351,489,499,Delhi,India
980940,23-Apr-16,11,4,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,5,11,460,495,498,Hyderabad,India
980942,24-Apr-16,13,2,9,Saurashtra Cricket Association Stadium,2,bat,0,1,0,by wickets,6,13,8,508,497,Rajkot,India
980944,24-Apr-16,12,1,9,Maharashtra Cricket Association Stadium,1,field,0,1,0,by wickets,2,1,308,505,511,Pune,India
980946,25-Apr-16,4,7,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,field,0,1,0,by runs,25,7,17,507,518,Chandigarh,India
980948,26-Apr-16,11,12,9,"Rajiv Gandhi International Stadium, Uppal",12,field,0,1,1,by runs,34,12,106,509,498,Hyderabad,India
980950,27-Apr-16,6,13,9,Feroz Shah Kotla,6,field,0,1,0,by runs,1,13,350,481,489,Delhi,India
980952,28-Apr-16,7,1,9,Wankhede Stadium,7,field,0,1,0,by wickets,6,7,57,507,518,Mumbai,India
980954,29-Apr-16,12,13,9,Maharashtra Cricket Association Stadium,13,field,0,1,0,by wickets,3,13,147,505,497,Pune,India
980956,30-Apr-16,6,1,9,Feroz Shah Kotla,1,field,0,1,0,by runs,27,6,408,510,481,Delhi,India
980958,30-Apr-16,11,2,9,"Rajiv Gandhi International Stadium, Uppal",2,field,0,1,0,by runs,15,11,187,495,482,Hyderabad,India
980960,1-May-16,13,4,9,Saurashtra Cricket Association Stadium,13,field,0,1,0,by runs,23,4,374,497,521,Rajkot,India
980962,1-May-16,12,7,9,Maharashtra Cricket Association Stadium,7,field,0,1,0,by wickets,8,7,57,509,518,Pune,India
980964,2-May-16,2,1,9,M Chinnaswamy Stadium,1,field,0,1,0,by wickets,5,1,334,481,489,Bangalore,India
980966,3-May-16,13,6,9,Saurashtra Cricket Association Stadium,6,field,0,1,0,by wickets,8,6,420,505,497,Rajkot,India
980968,4-May-16,1,4,9,Eden Gardens,4,field,0,1,0,by runs,7,1,334,495,482,Kolkata,India
980970,5-May-16,6,12,9,Feroz Shah Kotla,12,field,0,1,0,by wickets,7,12,85,499,518,Delhi,India
980972,6-May-16,11,13,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,5,11,299,481,489,Hyderabad,India
980974,7-May-16,2,12,9,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,8,505,497,Bangalore,India
980976,7-May-16,4,6,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",6,field,0,1,0,by runs,9,4,409,482,498,Chandigarh,India
980978,8-May-16,7,11,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,field,0,1,0,by runs,85,11,73,489,499,Visakhapatnam,India
980980,8-May-16,1,13,9,Eden Gardens,13,field,0,1,0,by wickets,5,13,14,481,518,Kolkata,India
980982,9-May-16,4,2,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,field,0,1,0,by runs,1,2,32,495,482,Chandigarh,India
980984,10-May-16,12,11,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11,bat,0,1,0,by runs,4,11,430,505,521,Visakhapatnam,India
980986,11-May-16,2,7,9,M Chinnaswamy Stadium,7,field,0,1,0,by wickets,6,7,413,509,499,Bangalore,India
980988,12-May-16,11,6,9,"Rajiv Gandhi International Stadium, Uppal",6,field,0,1,0,by wickets,7,6,350,508,481,Hyderabad,India
980990,13-May-16,7,4,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,bat,0,1,0,by wickets,7,4,409,482,498,Visakhapatnam,India
980992,14-May-16,2,13,9,M Chinnaswamy Stadium,13,field,0,1,0,by runs,144,2,110,509,521,Bangalore,India
980994,14-May-16,1,12,9,Eden Gardens,12,bat,0,1,1,by wickets,8,1,31,511,497,Kolkata,India
980996,15-May-16,4,11,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,bat,0,1,0,by wickets,7,11,427,510,481,Chandigarh,India
980998,15-May-16,7,6,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,field,0,1,0,by runs,80,7,413,507,498,Visakhapatnam,India
981000,16-May-16,1,2,9,Eden Gardens,2,field,0,1,0,by wickets,9,2,8,505,511,Kolkata,India
981002,17-May-16,12,6,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,field,0,1,1,by runs,19,12,106,507,499,Visakhapatnam,India
981004,18-May-16,2,4,9,M Chinnaswamy Stadium,4,field,0,1,1,by runs,82,2,8,510,481,Bangalore,India
981006,19-May-16,13,1,9,Green Park,13,field,0,1,0,by wickets,6,13,147,495,498,Kanpur,India
981008,20-May-16,6,11,9,Shaheed Veer Narayan Singh International Stadium,6,field,0,1,0,by wickets,6,6,339,511,497,Raipur,India
981010,21-May-16,12,4,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,bat,0,1,0,by wickets,4,12,20,482,507,Visakhapatnam,India
981012,21-May-16,13,7,9,Green Park,13,field,0,1,0,by wickets,6,13,21,495,498,Kanpur,India
981014,22-May-16,1,11,9,Eden Gardens,11,field,0,1,0,by runs,22,1,31,510,481,Kolkata,India
981016,22-May-16,6,2,9,Shaheed Veer Narayan Singh International Stadium,2,field,0,1,0,by wickets,6,2,8,511,497,Raipur,India
981018,24-May-16,13,2,9,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,4,2,110,495,482,Bangalore,India
981020,25-May-16,11,1,9,Feroz Shah Kotla,1,field,0,1,0,by runs,22,11,163,481,499,Delhi,India
981022,27-May-16,13,11,9,Feroz Shah Kotla,11,field,0,1,0,by wickets,4,11,187,481,498,Delhi,India
981024,29-May-16,2,11,9,M Chinnaswamy Stadium,11,bat,0,1,0,by runs,8,11,385,482,497,Bangalore,India
